Content,Likes,Retweets,Replies,Quotes,Views,Labels,cleaned_sentence,encoded_labels
"@Cheptech @safaricom @Visa @MicrosoftAfrica @Google @Oracle @eldohub @sasa_kazi @OleItumbi @WilliamsRuto @tanuijohn @EliudOwalo @benliquidkenya @pthigo @UKinKenya @innovateuk @CountrywideHubs Magda,
Keep soaring. I am so proud of you 👏🏾 🎉",1,0,1,0,0,Neutral,Cheptech safaricom Visa MicrosoftAfrica Google Oracle eldohub sasakazi OleItumbi WilliamsRuto tanuijohn EliudOwalo benliquidkenya pthigo UKinKenya innovateuk CountrywideHubs Magda Keep soaring I am so proud of you,6
"Fintech service  Mpesa  by @safaricom Suffered an attempted Hacking last week in Kenya 

This week WhatsApp, Facebook, Instagram HACKED. 

#DataSecurity #Data #CyberSecurity #cyberWarfare  #CyberAttack",0,0,0,0,0,Data protection and privacy concern,Fintech service Mpesa by safaricom Suffered an attempted Hacking last week in Kenya This week WhatsApp Facebook Instagram HACKED DataSecurity Data CyberSecurity cyberWarfare CyberAttack,1
"@safaricom, kindly allow me enjoy my 1,GB bundle in peace,when I buy 100mb to buffering , please reciprocate the same on this one.",0,0,0,0,23,Internet or airtime bundle complaint,safaricom kindly allow me enjoy my 1GB bundle in peacewhen I buy 100mb to buffering please reciprocate the same on this one,3
@neverforgetferb @safaricom @Safaricom_Care @Safaricom_Care please help sort this.... Clients think we are stealing from them... And the rate at which are calling us cannot be explained,3,1,0,0,120,Customer care complaint,neverforgetferb safaricom SafaricomCare SafaricomCare please help sort this Clients think we are stealing from them And the rate at which are calling us cannot be explained,0
@Safaricom my simcard was deactivated due to late registration.What are the steps to follow so that I can reactivate it?,0,0,0,0,0,Customer care complaint,Safaricom my simcard was deactivated due to late registrationWhat are the steps to follow so that I can reactivate it,0
@kingori_R @bensomuriu @mauya_jon @Safaricom_Care @safaricom 🤣,1,0,0,0,0,Neutral,kingoriR bensomuriu mauyajon SafaricomCare safaricom,6
@ItsAnyangu @kenyasgossips @safaricom Oooh My goodness!!! 🥹🥹🥹🥹🥹 @SafaricomPLC we are waiting for the SILVER JUBILEE,0,0,0,0,52,Neutral,ItsAnyangu kenyasgossips safaricom Oooh My goodness SafaricomPLC we are waiting for the SILVER JUBILEE,6
Mozambican version of @Safaricom_Care and @safaricom,0,0,0,0,69,Neutral,Mozambican version of SafaricomCare and safaricom,6
"@Environment_Ke
@NemaKenya
@UnEnvironment
@NetFund
@Pacja1
@Wwf @GreenPeace
@Kfs @Kws @KWTA
@Fibanda1
@Safaricom
@DrAlfredMutua 
@MachakosC 
@anitasoina 
@muindi_elijah
@citizentv @Karimi_Karen
How many water towers do we have in🇰🇪 and which Counties? https://t.co/1Bxl5oUhgp",4,3,3,1,0,Neutral,EnvironmentKe NemaKenya UnEnvironment NetFund Pacja1 Wwf GreenPeace Kfs Kws KWTA Fibanda1 Safaricom DrAlfredMutua MachakosC anitasoina muindielijah citizentv KarimiKaren How many water towers do we have in and which Counties,6
@Noninimgenge2ru On @safaricom it isn’t working but on starlink it’s seemless,1,0,0,0,45,Network reliability problem,Noninimgenge2ru On safaricom it isnt working but on starlink its seemless,5
@Mwass14933274 @AIRTEL_KE @safaricom Thieves.,1,0,2,0,0,Hate Speech,Mwass14933274 AIRTELKE safaricom Thieves,2
"@SafaricomPLC Trusting @Safaricom is same a Trusting evil NABII. You end up getting killed and Kenyans cannot gamble with their lives so NO, @SafaricomPLC we can not take just your word when the evidence suggests otherwise. It's time safaricom crumbles.",0,0,0,0,8,Hate Speech,SafaricomPLC Trusting Safaricom is same a Trusting evil NABII You end up getting killed and Kenyans cannot gamble with their lives so NO SafaricomPLC we can not take just your word when the evidence suggests otherwise it is time safaricom crumbles,2
@Zuku_WeCare I cant wait for another week and we both know that how you have been telling  me since 12th September. If the money isn't refunded by the end of the day find me and my entire neighborhood @safaricom,0,0,0,0,0,Customer care complaint,ZukuWeCare I cant wait for another week and we both know that how you have been telling me since 12th September If the money is not refunded by the end of the day find me and my entire neighborhood safaricom,0
@Jim_the_Great_ @omwambaKE @safaricom @KeEquityBank @SafaricomPLC @MayAaron7,0,0,0,0,34,Neutral,JimtheGreat omwambaKE safaricom KeEquityBank SafaricomPLC MayAaron7,6
"@mssrrbrown @JKNjenga @safaricom Crypto is still much to volatile. By the time the order arrives, maybe the ethereum price has crashed.
Not to mention the extra step and costs of buying the ethereum for the buyer and the seller having to sell.
Too cumbersome.",1,0,1,0,0,Neutral,mssrrbrown JKNjenga safaricom Crypto is still much to volatile By the time the order arrives maybe the ethereum price has crashed Not to mention the extra step and costs of buying the ethereum for the buyer and the seller having to sell Too cumbersome,6
@Kenyans Maybe safaricom wamefanya ile kitu @safaricom users. Airtel na Telekom is that the case??,0,0,0,0,91,Neutral,Kenyans Maybe safaricom wamefanya ile kitu safaricom users Airtel na Telekom is that the case,6
@ledamalekina @safaricom Five🍉🍉🍉🍉🍉,3,0,0,0,0,Neutral,ledamalekina safaricom Five,6
"NEO SOUL is a fusion of Soul &amp; RnB. 

JOIN me TONIGHT from 10pm as I take you down memory lane playing Neo Soul classics

To join the PARTY from 10pm (Nairobi) tune in via  https://t.co/RnjtHLYdLu

Thanks to @Safaricom there is no cover charge for the experience 🎧💃🕺

Kindly RT https://t.co/ZjZjkjEyOq",11,2,0,0,0,Neutral,NEO SOUL is a fusion of Soul amp RnB JOIN me TONIGHT from 10pm as I take you down memory lane playing Neo Soul classics To join the PARTY from 10pm Nairobi tune in via Thanks to Safaricom there is no cover charge for the experience Kindly RT,6
@Kiarago_Migwi @Safaricom_Care Damn what is going on in @Safaricom_Care @safaricom,0,0,1,0,26,Neutral,KiaragoMigwi SafaricomCare Damn what is going on in SafaricomCare safaricom,6
@SafaricomPLC @safaricom mko na bundles mwituu mniokolee,0,0,0,0,0,Internet or airtime bundle complaint,SafaricomPLC safaricom mko na bundles mwituu mniokolee,3
"@DenizSliq @safaricom If they were genuine with their offer they'd have prolonged the time, otherwise it just gimmicks.",0,0,0,0,15,Neutral,DenizSliq safaricom If they were genuine with their offer they would have prolonged the time otherwise it just gimmicks,6
@mainandegwa232 sasa what did they sue him for? @Safaricom we still want the answer,1,0,0,0,714,Neutral,mainandegwa232 sasa what did they sue him for Safaricom we still want the answer,6
"@citizentvkenya @Starlink do not be hoodwinked into partnership with @safaricom. Remember when you joined the market, they barred us from paying our bills to through they platform? They are just baad!",0,0,0,0,20,Customer care complaint,citizentvkenya Starlink do not be hoodwinked into partnership with safaricom Remember when you joined the market they barred us from paying our bills to through they platform They are just baad,0
@Safaricom nimetuma pesa kwa agent kimakosa nikatuma 456 ya reversal imekataa na simu nimepiga almost 1hr haiendi through nitasaidika vipi?,0,0,0,0,0,MPESA complaint,Safaricom nimetuma pesa kwa agent kimakosa nikatuma 456 ya reversal imekataa na simu nimepiga almost 1hr haiendi through nitasaidika vipi,4
"#Ethiopia issued its first mobile money service licence to @Safaricom, signifying a potential move towards liberalisation in the telecoms and banking sectors. By @clynchharry
https://t.co/asrnoi0Urc",5,2,0,0,2157,Neutral,Ethiopia issued its first mobile money service licence to Safaricom signifying a potential move towards liberalisation in the telecoms and banking sectors By clynchharry,6
"@JoyDoreenBiira @CA_Kenya @TelkomKenya @AirtelKenya @safaricom 1 more day ⏳🙏🏾🙏🏾🙏🏾

Thanks JDB

Been a victim of unregistered phones and sim swaps.

Can't wait.",0,0,0,0,0,Data protection and privacy concern,JoyDoreenBiira CAKenya TelkomKenya AirtelKenya safaricom 1 more day Thanks JDB Been a victim of unregistered phones and sim swaps cannot wait,1
"@Safaricom  You’ve become the state’s favorite surveillance tool tracking, exposing, and endangering innocent lives. Your monopoly is built on betrayal, and sabotage  We’re not just awake, we’re watching. And we won’t forget. Your days are numbered 
#Justice4AlbertOjwang",0,0,0,0,12,Data protection and privacy concern,Safaricom Youve become the states favorite surveillance tool tracking exposing and endangering innocent lives Your monopoly is built on betrayal and sabotage Were not just awake were watching And we wont forget Your days are numbered Justice4AlbertOjwang,1
@safaricom maumba nyinyi,0,0,0,0,14,Neutral,safaricom maumba nyinyi,6
"@safaricom 

it's a shame you've decided to be on the wrong side of history",0,0,0,0,9,Neutral,safaricom it is a shame you have decided to be on the wrong side of history,6
The @Safaricom Calendar: The Great Baobab Tree Of Mnarani ~ Soko Directory #PlacesOfHope  https://t.co/c00FfNjWMf,0,0,0,0,110,Neutral,The Safaricom Calendar The Great Baobab Tree Of Mnarani Soko Directory PlacesOfHope,6
@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia Did you just take credit for Safaricom grand opening in Ethiopia? 🤦‍♂️,0,0,0,0,0,Neutral,vickyford safaricom vodafone BritishIntInv UKinEthiopia Did you just take credit for Safaricom grand opening in Ethiopia,6
"@safaricom Kwani Fibre yenu ikianguka na Support Operators Wanaanguka Why pick and go mute or just dissapear, Not all support is regarding the same issue.
Kindly improve on support.",0,0,0,0,18,Network reliability problem,safaricom Kwani Fibre yenu ikianguka na Support Operators Wanaanguka Why pick and go mute or just dissapear Not all support is regarding the same issue Kindly improve on support,5
@geonal @mungaikihanya @BravinYuri @safaricom Haha people are busy that's an awful idea,0,0,0,0,0,Neutral,geonal mungaikihanya BravinYuri safaricom Haha people are busy that is an awful idea,6
"@Sam_Kim_M @ledamalekina @safaricom We have leaders who doesn't understand their roles/duties/obligations; most of this characters think they are in a popularity contest; they have no idea that parliament is more powerful than the executive; or they know and are selling or have sold their ""power"".",1,0,0,0,0,Neutral,SamKimM ledamalekina safaricom We have leaders who does not understand their rolesdutiesobligations most of this characters think they are in a popularity contest they have no idea that parliament is more powerful than the executive or they know and are selling or have sold their power,6
"@safaricom customer care RKQ0DTKE18 Confirmed. Ksh6,000.00 sent to CATHERINE  FONDO 0720371110 on 26/11/23 at 3:10 AM. New M-PESA balance is Ksh6,465.61. Transaction cost, Ksh78.00. Amount you can transact within the day is 491,970.00. To reverse, foward this message to 456.",0,0,0,0,17,Neutral,safaricom customer care RKQ0DTKE18 Confirmed Ksh600 sent to CATHERINE FONDO 072037110 on 261123 at 310 AM New MPESA balance is Ksh646561 Transaction cost Ksh7800 Amount you can transact within the day is 4919700 To reverse foward this message to 456,6
"The agenda for #SmartCities. #Infographic

#CyberSecurity #IoT #BigData #sensors #startup #Analytics @Fisher85M #AI #P2P #fintech #innovation cc @safaricom #MachineLearning CC @MikeQuindazzi #artificialintelligence #iot #infographicspic.twitter.com/YzB5Yytf1c - …",0,1,0,0,0,Neutral,The agenda for SmartCities Infographic CyberSecurity IoT BigData sensors startup Analytics Fisher85M AI P2P fintech innovation cc safaricom MachineLearning CC MikeQuindazzi artificialintelligence iot infographicspictwittercomYzB5Yytf1c,6
"@ledamalekina @safaricom That's not our concern @safaricom is transforming lives in Kenya. Whether it was given free or it paid,is a non issue. We are proud of @safaricom.",1,0,0,0,0,Neutral,ledamalekina safaricom that is not our concern safaricom is transforming lives in Kenya Whether it was given free or it paidis a non issue We are proud of safaricom,6
"@SafaricomPLC
@MediaCouncilK @TheStarKenya
@Safaricom scam. Safcom asked people to get 1590mb free but network is bad, especially in NEP.",0,0,0,0,0,Network reliability problem,SafaricomPLC MediaCouncilK TheStarKenya Safaricom scam Safcom asked people to get 1590mb free but network is bad especially in NEP,5
"@weldonkheter @Safaricom_Care @AnneMbugua16 😀 @safaricom  give this guy a job,his knowledge is in another level since that's the only thing you lack as a campany.",4,0,0,0,0,Neutral,weldonkheter SafaricomCare AnneMbugua16 safaricom give this guy a jobhis knowledge is in another level since that is the only thing you lack as a campany,6
"•        Second Prize: Trophy plus cheque (20,000 KES per student, 10,000 KES for the teacher) plus Riversong Earbuds for the 2 students from @BLAZE by @Safaricom
#BLAZEforYSK #YSK2021 #YSKexhibition",1,1,1,0,0,Neutral,Second Prize Trophy plus cheque 200 KES per student 100 KES for the teacher plus Riversong Earbuds for the 2 students from BLAZE by Safaricom BLAZEforYSK YSK2021 YSKexhibition,6
"#Ethiopia: @Safaricom drops interest in @ethiotelecom  after securing license https://t.co/YBJgRnwLOK The company aims to attract 21 million users for the service in its first year of operations, rising to 33 million in five years. https://t.co/U6kdXQLPPT",58,31,8,4,0,Neutral,Ethiopia Safaricom drops interest in ethiotelecom after securing license The company aims to attract 21 million users for the service in its first year of operations rising to 33 million in five years,6
"@thetimwork @KenyaMeat @MikeSonko @NMS_Kenya @safaricom Imagine the city in 5yrs with fruit trees scattered all over , going for a meeting smelling of mangoes and mapera you’ve picked from the streets 😂😂",0,0,1,0,0,Neutral,thetimwork KenyaMeat MikeSonko NMSKenya safaricom Imagine the city in 5yrs with fruit trees scattered all over going for a meeting smelling of mangoes and mapera youve picked from the streets,6
