Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels,chars,words,sentences,Tokenized Text,Lematized Text
useruvwxyz mbaialvin safaricom unaeza amua you teach him a lesson and report to the police,4,0,1,0,965,"October 27, 2024 at 06:49 PM",Neutral,95,18,1,"['useruvwxyz', 'mbaialvin', 'safaricom', 'unaeza', 'amua', 'you', 'teach', 'him', 'a', 'lesson', 'and', 'report', 'to', 'the', 'police']","['useruvwxyz', 'mbaialvin', 'safaricom', 'unaeza', 'amua', 'you', 'teach', 'him', 'a', 'lesson', 'and', 'report', 'to', 'the', 'police']"
useruvwxyz safaricom safaricomcare how are you of help,1,0,0,0,682,"October 27, 2024 at 06:43 PM",Customer care complaint,59,11,1,"['useruvwxyz', 'safaricom', 'safaricomcare', 'how', 'are', 'you', 'of', 'help']","['useruvwxyz', 'safaricom', 'safaricomcare', 'how', 'are', 'you', 'of', 'help']"
yoh i mistakenly sent cash mpesa to this guy na amekataa kureverse msalimieni 0706040099 safaricom safaricom,40,21,10,2,13928,"October 27, 2024 at 06:31 PM",MPESA complaint,137,22,1,"['yoh', 'i', 'mistakenly', 'sent', 'cash', 'mpesa', 'to', 'this', 'guy', 'na', 'amekataa', 'kureverse', 'msalimieni', '0706040099', 'safaricom', 'safaricom']","['yoh', 'i', 'mistakenly', 'sent', 'cash', 'mpesa', 'to', 'this', 'guy', 'na', 'amekataa', 'kureverse', 'msalimieni', '0706040099', 'safaricom', 'safaricom']"
mimi sunday poa juu kwanzi sunday safaricomplc waliniambie you locked my safaricom line until now l have not got genuine reason kindly help,0,1,0,0,44,"October 27, 2024 at 03:18 PM",Customer care complaint,143,25,1,"['mimi', 'sunday', 'poa', 'juu', 'kwanzi', 'sunday', 'safaricomplc', 'waliniambie', 'you', 'locked', 'my', 'safaricom', 'line', 'until', 'now', 'l', 'have', 'not', 'got', 'genuine', 'reason', 'kindly', 'help']","['mimi', 'sunday', 'poa', 'juu', 'kwanzi', 'sunday', 'safaricomplc', 'waliniambie', 'you', 'locked', 'my', 'safaricom', 'line', 'until', 'now', 'l', 'have', 'not', 'got', 'genuine', 'reason', 'kindly', 'help']"
safaricom nyinyi ni mafala sana u did system updates yester night i personally thought that there were improvements only to wake up stranded till now i cant transact i cant buy airtime through mpesa i cant bug bundles through mpesa nor even buy minutes wtf is wrong,0,0,1,0,71,"October 27, 2024 at 01:37 PM",Customer care complaint,279,59,1,"['safaricom', 'nyinyi', 'ni', 'mafala', 'sana', 'u', 'did', 'system', 'updates', 'yester', 'night', 'i', 'personally', 'thought', 'that', 'there', 'were', 'improvements', 'only', 'to', 'wake', 'up', 'stranded', 'till', 'now', 'i', 'cant', 'transact', 'i', 'cant', 'buy', 'airtime', 'through', 'mpesa', 'i', 'cant', 'bug', 'bundles', 'through', 'mpesa', 'nor', 'even', 'buy', 'minutes', 'wtf', 'is', 'wrong']","['safaricom', 'nyinyi', 'ni', 'mafala', 'sana', 'u', 'did', 'system', 'update', 'yester', 'night', 'i', 'personally', 'thought', 'that', 'there', 'were', 'improvement', 'only', 'to', 'wake', 'up', 'stranded', 'till', 'now', 'i', 'cant', 'transact', 'i', 'cant', 'buy', 'airtime', 'through', 'mpesa', 'i', 'cant', 'bug', 'bundle', 'through', 'mpesa', 'nor', 'even', 'buy', 'minute', 'wtf', 'is', 'wrong']"
safaricom visa ya nini lol,0,0,0,0,39,"October 27, 2024 at 01:04 PM",Neutral,27,6,1,"['safaricom', 'visa', 'ya', 'nini', 'lol']","['safaricom', 'visa', 'ya', 'nini', 'lol']"
neverforgetferb safaricom safaricomcare peterndengwa,0,0,0,0,59,"October 27, 2024 at 11:30 AM",Neutral,57,8,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'peterndengwa']","['neverforgetferb', 'safaricom', 'safaricomcare', 'peterndengwa']"
neverforgetferb safaricom safaricomcare safaricomcare,1,0,0,0,59,"October 27, 2024 at 11:29 AM",Neutral,59,8,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare']"
safaricom ceo peter ndegwa you are goated,0,0,0,0,73,"October 27, 2024 at 09:41 AM",Neutral,44,10,1,"['safaricom', 'ceo', 'peter', 'ndegwa', 'you', 'are', 'goated']","['safaricom', 'ceo', 'peter', 'ndegwa', 'you', 'are', 'goated']"
neverforgetferb safaricom safaricomcare safaricomcare safaricomplc,1,0,0,0,72,"October 27, 2024 at 09:30 AM",Neutral,73,10,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'safaricomplc']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'safaricomplc']"
if you are a poor wise manyour voice wont be heard safaricom povertyistheenemy blessedsunday,1,1,0,0,132,"October 27, 2024 at 09:09 AM",Neutral,123,24,2,"['if', 'you', 'are', 'a', 'poor', 'wise', 'manyour', 'voice', 'wont', 'be', 'heard', 'safaricom', 'povertyistheenemy', 'blessedsunday']","['if', 'you', 'are', 'a', 'poor', 'wise', 'manyour', 'voice', 'wont', 'be', 'heard', 'safaricom', 'povertyistheenemy', 'blessedsunday']"
neverforgetferb safaricom safaricomcare kindly resolve the issue asap,1,0,0,0,84,"October 27, 2024 at 09:04 AM",Customer care complaint,74,12,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'kindly', 'resolve', 'the', 'issue', 'asap']","['neverforgetferb', 'safaricom', 'safaricomcare', 'kindly', 'resolve', 'the', 'issue', 'asap']"
neverforgetferb safaricom safaricomcare s,1,0,0,0,10,"October 27, 2024 at 08:54 AM",Neutral,46,8,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 's']","['neverforgetferb', 'safaricom', 'safaricomcare', 's']"
neverforgetferb safaricom safaricomcare safaricomplc safaricomcare their is a problem in recommendation commission,2,0,0,0,93,"October 27, 2024 at 08:38 AM",Customer care complaint,122,17,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomplc', 'safaricomcare', 'their', 'is', 'a', 'problem', 'in', 'recommendation', 'commission']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomplc', 'safaricomcare', 'their', 'is', 'a', 'problem', 'in', 'recommendation', 'commission']"
neverforgetferb safaricom safaricomcare bingwa down safaricomcare safaricomplc,2,0,0,0,99,"October 27, 2024 at 08:36 AM",Neutral,85,12,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'bingwa', 'down', 'safaricomcare', 'safaricomplc']","['neverforgetferb', 'safaricom', 'safaricomcare', 'bingwa', 'down', 'safaricomcare', 'safaricomplc']"
neverforgetferb safaricom safaricomcare safaricomcare,2,0,0,0,72,"October 27, 2024 at 08:32 AM",Neutral,59,8,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare']"
neverforgetferb safaricom safaricomcare safarico,0,0,0,0,16,"October 27, 2024 at 08:31 AM",Neutral,53,8,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safarico']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safarico']"
neverforgetferb safaricom safaricomcare safaricom safaricomcare please look into this issue as it is affecting customer trust,2,0,0,0,83,"October 27, 2024 at 08:29 AM",Customer care complaint,134,23,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricom', 'safaricomcare', 'please', 'look', 'into', 'this', 'issue', 'as', 'it', 'is', 'affecting', 'customer', 'trust']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricom', 'safaricomcare', 'please', 'look', 'into', 'this', 'issue', 'a', 'it', 'is', 'affecting', 'customer', 'trust']"
neverforgetferb safaricom safaricomcare saf mtatuua jameni,2,0,0,0,67,"October 27, 2024 at 08:18 AM",Hate Speech,64,10,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'saf', 'mtatuua', 'jameni']","['neverforgetferb', 'safaricom', 'safaricomcare', 'saf', 'mtatuua', 'jameni']"
neverforgetferb safaricom safaricomcare safaricomcare it is really affecting us work on it,2,0,0,0,70,"October 27, 2024 at 08:18 AM",Customer care complaint,97,16,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'it', 'is', 'really', 'affecting', 'us', 'work', 'on', 'it']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'it', 'is', 'really', 'affecting', 'u', 'work', 'on', 'it']"
neverforgetferb safaricom safaricomcare what is wrong with bingwa sokoni,2,1,0,0,123,"October 27, 2024 at 08:14 AM",Customer care complaint,78,13,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'what', 'is', 'wrong', 'with', 'bingwa', 'sokoni']","['neverforgetferb', 'safaricom', 'safaricomcare', 'what', 'is', 'wrong', 'with', 'bingwa', 'sokoni']"
neverforgetferb safaricom safaricomcare kwanza customers wanatarokawe are loosing customers day by day because the messages zinasema recommended but customers wanasema hatujapata kitu,2,0,0,0,74,"October 27, 2024 at 08:07 AM",Customer care complaint,193,28,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'kwanza', 'customers', 'wanatarokawe', 'are', 'loosing', 'customers', 'day', 'by', 'day', 'because', 'the', 'messages', 'zinasema', 'recommended', 'but', 'customers', 'wanasema', 'hatujapata', 'kitu']","['neverforgetferb', 'safaricom', 'safaricomcare', 'kwanza', 'customer', 'wanatarokawe', 'are', 'loosing', 'customer', 'day', 'by', 'day', 'because', 'the', 'message', 'zinasema', 'recommended', 'but', 'customer', 'wanasema', 'hatujapata', 'kitu']"
neverforgetferb safaricom safaricomcare safaricomplc safaricomcare kindly resolve this issue we are recommending bingwa sokoni offers to customers but they are not receiving the offers yet on our end it appears to be successful reply,3,0,0,0,124,"October 27, 2024 at 08:06 AM",Customer care complaint,249,42,2,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomplc', 'safaricomcare', 'kindly', 'resolve', 'this', 'issue', 'we', 'are', 'recommending', 'bingwa', 'sokoni', 'offers', 'to', 'customers', 'but', 'they', 'are', 'not', 'receiving', 'the', 'offers', 'yet', 'on', 'our', 'end', 'it', 'appears', 'to', 'be', 'successful', 'reply']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomplc', 'safaricomcare', 'kindly', 'resolve', 'this', 'issue', 'we', 'are', 'recommending', 'bingwa', 'sokoni', 'offer', 'to', 'customer', 'but', 'they', 'are', 'not', 'receiving', 'the', 'offer', 'yet', 'on', 'our', 'end', 'it', 'appears', 'to', 'be', 'successful', 'reply']"
neverforgetferb safaricom safaricomcare imagine a 125gb daily customer having issues all of a sudden this is to much to loose i even tried recommending her other line using my own money no data this is not a even double loss please look into it,1,0,0,0,75,"October 27, 2024 at 08:00 AM",Customer care complaint,254,49,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'imagine', 'a', '125gb', 'daily', 'customer', 'having', 'issues', 'all', 'of', 'a', 'sudden', 'this', 'is', 'to', 'much', 'to', 'loose', 'i', 'even', 'tried', 'recommending', 'her', 'other', 'line', 'using', 'my', 'own', 'money', 'no', 'data', 'this', 'is', 'not', 'a', 'even', 'double', 'loss', 'please', 'look', 'into', 'it']","['neverforgetferb', 'safaricom', 'safaricomcare', 'imagine', 'a', '125gb', 'daily', 'customer', 'having', 'issue', 'all', 'of', 'a', 'sudden', 'this', 'is', 'to', 'much', 'to', 'loose', 'i', 'even', 'tried', 'recommending', 'her', 'other', 'line', 'using', 'my', 'own', 'money', 'no', 'data', 'this', 'is', 'not', 'a', 'even', 'double', 'loss', 'please', 'look', 'into', 'it']"
neverforgetferb safaricom safaricomcare bingwa sokoni agent are facing data recommendations issues reported yesterday no action taken kindly do something also clients wakinunua data commission tunapata but hawapati data,2,0,1,0,85,"October 27, 2024 at 07:59 AM",Customer care complaint,227,32,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'bingwa', 'sokoni', 'agent', 'are', 'facing', 'data', 'recommendations', 'issues', 'reported', 'yesterday', 'no', 'action', 'taken', 'kindly', 'do', 'something', 'also', 'clients', 'wakinunua', 'data', 'commission', 'tunapata', 'but', 'hawapati', 'data']","['neverforgetferb', 'safaricom', 'safaricomcare', 'bingwa', 'sokoni', 'agent', 'are', 'facing', 'data', 'recommendation', 'issue', 'reported', 'yesterday', 'no', 'action', 'taken', 'kindly', 'do', 'something', 'also', 'client', 'wakinunua', 'data', 'commission', 'tunapata', 'but', 'hawapati', 'data']"
neverforgetferb safaricom safaricomcare safaricomcare safaricom,3,0,0,0,96,"October 27, 2024 at 07:58 AM",Neutral,70,10,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'safaricom']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'safaricom']"
neverforgetferb safaricom safaricomcare pia kuna commissions hamkutuwekea janakindly check,3,1,0,0,129,"October 27, 2024 at 07:57 AM",Customer care complaint,97,14,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'pia', 'kuna', 'commissions', 'hamkutuwekea', 'janakindly', 'check']","['neverforgetferb', 'safaricom', 'safaricomcare', 'pia', 'kuna', 'commission', 'hamkutuwekea', 'janakindly', 'check']"
neverforgetferb safaricom safaricomcare safaricomcare please help sort this clients think we are stealing from them and the rate at which are calling us cannot be explained,3,1,0,0,120,"October 27, 2024 at 07:57 AM",Customer care complaint,185,33,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'please', 'help', 'sort', 'this', 'clients', 'think', 'we', 'are', 'stealing', 'from', 'them', 'and', 'the', 'rate', 'at', 'which', 'are', 'calling', 'us', 'can', 'not', 'be', 'explained']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'please', 'help', 'sort', 'this', 'client', 'think', 'we', 'are', 'stealing', 'from', 'them', 'and', 'the', 'rate', 'at', 'which', 'are', 'calling', 'u', 'can', 'not', 'be', 'explained']"
neverforgetferb safaricom safaricomcare safaricomcare safaricomplc check on your system jameni the backlog affecting bingwa sokoni has lasted for more than 5 days now currently airtime is being deducted yet clients are not receiving their packages,4,1,0,0,119,"October 27, 2024 at 07:56 AM",Internet or airtime bundle complaint,257,42,3,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'safaricomplc', 'check', 'on', 'your', 'system', 'jameni', 'the', 'backlog', 'affecting', 'bingwa', 'sokoni', 'has', 'lasted', 'for', 'more', 'than', '5', 'days', 'now', 'currently', 'airtime', 'is', 'being', 'deducted', 'yet', 'clients', 'are', 'not', 'receiving', 'their', 'packages']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomcare', 'safaricomplc', 'check', 'on', 'your', 'system', 'jameni', 'the', 'backlog', 'affecting', 'bingwa', 'sokoni', 'ha', 'lasted', 'for', 'more', 'than', '5', 'day', 'now', 'currently', 'airtime', 'is', 'being', 'deducted', 'yet', 'client', 'are', 'not', 'receiving', 'their', 'package']"
neverforgetferb safaricom safaricomcare safaricomplc safaricomcare kindly mtegenezeni,3,0,1,0,102,"October 27, 2024 at 07:56 AM",Customer care complaint,94,12,1,"['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomplc', 'safaricomcare', 'kindly', 'mtegenezeni']","['neverforgetferb', 'safaricom', 'safaricomcare', 'safaricomplc', 'safaricomcare', 'kindly', 'mtegenezeni']"
neverforgetferb safaricom safaricomcare mbona recommendations zingine aziendi check the issue napata commission na client apati data,3,0,0,0,93,"October 27, 2024 at 07:55 AM",Customer care complaint,141,23,3,"['neverforgetferb', 'safaricom', 'safaricomcare', 'mbona', 'recommendations', 'zingine', 'aziendi', 'check', 'the', 'issue', 'napata', 'commission', 'na', 'client', 'apati', 'data']","['neverforgetferb', 'safaricom', 'safaricomcare', 'mbona', 'recommendation', 'zingine', 'aziendi', 'check', 'the', 'issue', 'napata', 'commission', 'na', 'client', 'apati', 'data']"
safaricom safaricomcare bingwa sokoni agents are facing data recommendation issues reported yesterday yet no action taken some clients arent receiving data despite successful submissions with airtime already deducted this is causing losses amp eroding customer trust,25,14,27,1,1045,"October 27, 2024 at 07:44 AM",Internet or airtime bundle complaint,278,46,3,"['safaricom', 'safaricomcare', 'bingwa', 'sokoni', 'agents', 'are', 'facing', 'data', 'recommendation', 'issues', 'reported', 'yesterday', 'yet', 'no', 'action', 'taken', 'some', 'clients', 'arent', 'receiving', 'data', 'despite', 'successful', 'submissions', 'with', 'airtime', 'already', 'deducted', 'this', 'is', 'causing', 'losses', 'amp', 'eroding', 'customer', 'trust']","['safaricom', 'safaricomcare', 'bingwa', 'sokoni', 'agent', 'are', 'facing', 'data', 'recommendation', 'issue', 'reported', 'yesterday', 'yet', 'no', 'action', 'taken', 'some', 'client', 'arent', 'receiving', 'data', 'despite', 'successful', 'submission', 'with', 'airtime', 'already', 'deducted', 'this', 'is', 'causing', 'loss', 'amp', 'eroding', 'customer', 'trust']"
safaricom you have my heart just for tonight thank yousafaricom,1,0,0,0,196,"October 26, 2024 at 10:17 PM",Neutral,66,12,1,"['safaricom', 'you', 'have', 'my', 'heart', 'just', 'for', 'tonight', 'thank', 'yousafaricom']","['safaricom', 'you', 'have', 'my', 'heart', 'just', 'for', 'tonight', 'thank', 'yousafaricom']"
ogukgenerol safaricom,0,0,0,0,88,"October 26, 2024 at 10:11 PM",Customer care complaint,29,5,1,"['ogukgenerol', 'safaricom']","['ogukgenerol', 'safaricom']"
niache heist ipite boss kwani mi ni nugu safaricom,0,0,1,0,229,"October 26, 2024 at 09:51 PM",Hate Speech,52,11,2,"['niache', 'heist', 'ipite', 'boss', 'kwani', 'mi', 'ni', 'nugu', 'safaricom']","['niache', 'heist', 'ipite', 'bos', 'kwani', 'mi', 'ni', 'nugu', 'safaricom']"
safaricom under maintainance calls and data are free till 600 am,1,0,0,0,85,"October 26, 2024 at 08:36 PM",Neutral,90,15,1,"['safaricom', 'under', 'maintainance', 'calls', 'and', 'data', 'are', 'free', 'till', '600', 'am']","['safaricom', 'under', 'maintainance', 'call', 'and', 'data', 'are', 'free', 'till', '600', 'am']"
safaricomcare safaricom please call me on 0729377171i have some real problem with an mpesa transaction that took place in the morning and hasnt reflect till now in my account please,0,0,0,0,55,"October 26, 2024 at 04:05 PM",MPESA complaint,186,33,1,"['safaricomcare', 'safaricom', 'please', 'call', 'me', 'on', '0729377171i', 'have', 'some', 'real', 'problem', 'with', 'an', 'mpesa', 'transaction', 'that', 'took', 'place', 'in', 'the', 'morning', 'and', 'hasnt', 'reflect', 'till', 'now', 'in', 'my', 'account', 'please']","['safaricomcare', 'safaricom', 'please', 'call', 'me', 'on', '0729377171i', 'have', 'some', 'real', 'problem', 'with', 'an', 'mpesa', 'transaction', 'that', 'took', 'place', 'in', 'the', 'morning', 'and', 'hasnt', 'reflect', 'till', 'now', 'in', 'my', 'account', 'please']"
