Content,Cleaned_Text
@citizentvkenya @elonmusk  @safaricom Anything to do with safaricom and internet is a red flag. we'll reject.safaricom is oppressor to the customers,Anything to do with safaricom and internet is a red flag we will rejectsafaricom is oppressor to the customers
"@citizentvkenya @Starlink do not be hoodwinked into partnership with @safaricom. Remember when you joined the market, they barred us from paying our bills to through they platform? They are just baad!",do not be hoodwinked into partnership with Remember when you joined the market they barred us from paying our bills to through they platform? They are just baad!
"Other countries have thieves, smugglers , swindlers and robbers. In Kenya we have @Safaricom",Other countries have thieves smugglers swindlers and robbers In Kenya we have
Roses are red and @Safaricom are thieves,Roses are red and are thieves
"@elonmusk Do not try to partner with @SAFARICOM PLC, Give them the competition they deserve",Do not try to partner with PLC Give them the competition they deserve
"@citizentvkenya Ukora @elonmusk, please don't partner with @SafaricomPLC, they have been sharing Kenyans data with everyone. @Safaricom is like TikTok, it's controlled by the government",Ukora please do not partner with they have been sharing Kenyans data with everyone is like TikTok it is controlled by the government
@elonmusk reject @safaricom,reject
@omwambaKE @elonmusk  please don't  accept  the lies of @safaricom they are opressors.,please do not accept the lies of they are opressors
!!!! @elonmusk @Starlink should not accept any partnership... @safaricom should innovate because that is their only way out... That's how capitalism &amp; free markets work,! should not accept any partnership should innovate because that is their only way out Thats how capitalism amp free markets work
"@safaricom.ke.Nanunua bundles za nini kama siwezi tumia. 
It's now one hour",keNanunua bundles za nini kama siwezi tumia Its now one hour
"Starlink has reduced the price of installing Starlink mini from Ksh 45,000 to Ksh 27,000. Safcom must be cursing Elon Musk 😂
@safaricom aloooooo😂",Starlink has reduced the price of installing Starlink mini from Ksh to Ksh Safcom must be cursing Elon Musk aloo
@Safaricom_Care I have sent several emails to advantage @safaricom. No one is sure what is required as the narrative keeps changing every time I send a reminder.,I have sent several emails to advantage No one is sure what is required as the narrative keeps changing every time I send a reminder
@borrismachogu @safaricom We wait,We wait
@borrismachogu @safaricom Hizi ni gani tena umeanza sasa,Hizi ni gani tena umeanza sasa
@borrismachogu @safaricom This is interesting,This is interesting
@borrismachogu @safaricom Okay great,Okay great
@borrismachogu @safaricom Mzee rada yako,Mzee rada yako
@borrismachogu @safaricom iko wapi mkuu,iko wapi mkuu
@borrismachogu @safaricom Okay sawa basi,Okay sawa basi
@borrismachogu @safaricom Sawa mzee,Sawa mzee
@borrismachogu @safaricom On it thank you,On it thank you
@borrismachogu @safaricom What does it entail,What does it entail
@borrismachogu @safaricom Usini sahau,Usini sahau
@borrismachogu @safaricom Are you controlling them,Are you controlling them
@borrismachogu @safaricom Mtupee kazi safaricom iko nayo,Mtupee kazi safaricom iko nayo
@borrismachogu @safaricom I will attend this,I will attend this
@borrismachogu @safaricom Waziii mzer,Wazii mzer
@borrismachogu @safaricom What are these bro,What are these bro
@borrismachogu @safaricom I hear u,I hear u
"@omwambaKE @safaricom Hawa watu ni wakora,nabuy 40 mins nikipiga simu inakatika ikiwa minutes 30 ,wakora 😤😤",Hawa watu ni wakoranabuy mins nikipiga simu inakatika ikiwa minutes wakora
"Breaking News: Starlink Mini is now available in Kenya. According to a post by the Starlink on their official X page, Kenyans can now access cheap and reliable internet anywhere including deep in the villages. This is great news for Kenyans who have suffered long under @Safaricom https://t.co/AHIwnOhng5",Breaking News Starlink Mini is now available in Kenya According to a post by the Starlink on their official X page Kenyans can now access cheap and reliable internet anywhere including deep in the villages This is great news for Kenyans who have suffered long under
"@elonmusk @elonmusk  buy @airtel kenya and improve on mobile banking, we are tired of @safaricom",buy kenya and improve on mobile banking we are tired of
"Btw safaricom @safaricom you are the worst network i have ever come across yani inasoma 4g na hata net haishiki, have considered closing and going home?? You literally the worst ama mnaslow internet down to do things we dont know sababu how is it 4g na hata mssages za watsap nil",Btw safaricom you are the worst network i have ever come across yani inasoma g na hata net haishiki have considered closing and going home? You literally the worst ama mnaslow internet down to do things we dont know sababu how is it g na hata mssages za watsap nil
"#Kenya shilling +23%/$  FX beat YTD.  Sovereign #AbuDhabi $1.5 billion 8% rate, @Safaricom $115 million sustainable-link loan finalize. IMF $600 million delay budget gap +1% breach, Prez Ruto #Haiti visit security force export. #Rwanda franc -6%/$, HI +10% GDP. #EmergingMarkets",Kenya shilling FX beat YTD Sovereign AbuDhabi billion rate million sustainablelink loan finalize IMF million delay budget gap breach Prez Ruto Haiti visit security force export Rwanda franc HI GDP EmergingMarkets
@elonmusk IN Kenya a company called @safaricom make us que under the sun for almost an hour outside their shops just to replace a lost simcard. Kindly save us with modern &amp; affordable communication technology,IN Kenya a company called make us que under the sun for almost an hour outside their shops just to replace a lost simcard Kindly save us with modern amp affordable communication technology
@citizentvkenya We all know why Kenyans are buying starlinks. @Safaricom we will not forget,We all know why Kenyans are buying starlinks we will not forget
"@elonmusk What Kenyans don't know is that every profit @Safaricom makes from our money goes to make our own lives better, take a look at @SafaricomFDN @SafaricomSacco .... The money comes back to us but starlink all the money goes abroad..... Think!!!",What Kenyans do not know is that every profit makes from our money goes to make our own lives better take a look at The money comes back to us but starlink all the money goes abroad Think!
"@MuneneTrades @Safaricom_Care @safaricom, heri mkae na hizo speeds, FUP kwani net ni maji inaisha? we need unlimited internet,",heri mkae na hizo speeds FUP kwani net ni maji inaisha? we need unlimited internet
@moneyacademyKE @safaricom are also part of companies fleecing kenyans through their partnership with apiero and others. We should avoid dealing with them.,are also part of companies fleecing kenyans through their partnership with apiero and others We should avoid dealing with them
@safaricom 1gb data Connor last for 5mins?what is going on?,gb data Connor last for mins?what is going on?
"@safaricom , nyi ni maumbwa Sana",nyi ni maumbwa Sana
"@mukuba2002 @safaricom @PeterNdegwa_ @Safaricom_Care @SafaricomPLC 

This is not a concern ama it will be relevant when it trends?",This is not a concern ama it will be relevant when it trends?
"@Safaricom_Care 8/ So please @Safaricom, sit down with your team, figure out the vulnerabilities in your system, and fix them. You can do better, just tafadhali jaribu.",So please sit down with your team figure out the vulnerabilities in your system and fix them You can do better just tafadhali jaribu
@mukuba2002 @safaricom @Safaricom_Care @SafaricomPLC,
"Conmen claiming to be Stanbic Bank using the number 0789030233 tried to con me. Surprisingly, I got a call from 0722000000, which looked like the official Safaricom number, also trying to con me. @Safaricom needs to explain this. Be cautious! #ScamAlert #safarithieves #safaricon https://t.co/FlqzfvHp5h",Conmen claiming to be Stanbic Bank using the number tried to con me Surprisingly I got a call from which looked like the official Safaricom number also trying to con me needs to explain this Be cautious! ScamAlert safarithieves safaricon
@elonmusk @safaricom. Are you ready 😁..??,Are you ready ?
Please @safaricom we are suffering here kitengela near orchard school no internet for 3days we are loosing a lot please at Chinka 24 we need internet assistance immediately,Please we are suffering here kitengela near orchard school no internet for days we are loosing a lot please at Chinka we need internet assistance immediately
A luta continua..@KusuMksubranch #RutoMustGo @Starlink @Safaricom,A luta continua RutoMustGo
@elonmusk Please bring more mobile telecommunication solutions . @Safaricom is exploiting us and sharing our data tothe oppressive government whenever we protest. They even switch of the internet whenever we critique the government,Please bring more mobile telecommunication solutions is exploiting us and sharing our data tothe oppressive government whenever we protest They even switch of the internet whenever we critique the government
@elonmusk @safaricom pia nyinyi mtatumia starlink juu ni cheap ama?,pia nyinyi mtatumia starlink juu ni cheap ama?
@Its_FidelCastro @safaricom fr fr,fr fr
Hi @Safaricom your Network is so shit how can I be browsing on 4G and I can barely send a WhatsApp text? What's your problem man? Are you restricting my line or something?,Hi your Network is so shit how can I be browsing on G and I can barely send a WhatsApp text? Whats your problem man? Are you restricting my line or something?
@safaricom internet for the office has been so slow for the last one month.i dont know why. Do you have aproblem along Bofa road Kilifi?,internet for the office has been so slow for the last one monthi dont know why Do you have aproblem along Bofa road Kilifi?
"Mpesa callback url issues anyone? both through ngrok tunnel and in production?? or its just me
@safaricom
Daraja",Mpesa callback url issues anyone? both through ngrok tunnel and in production? or its just me Daraja
